actStTime,actEndTime,actCategory,placeOrRoute,authorities
活動開始時間,活動結束時間,活動類別,集會處所或遊行路線,主管機關
2015/10/17 12:00,2015/10/17 17:00,室外集會,臺北市內湖區潭美街100號,臺北市政府警察局內湖分局
2015/10/17 10:00,2015/10/17 14:00,遊行,高雄市前金區七賢二路與市中一路交叉口,高雄市政府警察局新興分局
2015/10/17 09:00,2015/10/17 17:00,室外集會,新北市中和區新福和街(福和宮旁),新北市政府警察局中和分局
2015/10/17 09:00,2015/10/17 12:00,遊行,南投縣埔里鎮南安路出發右轉民生路直走南榮路至中山路圓環循原路至南安路,南投縣政府警察局埔里分局
2015/10/17 09:00,2015/10/17 13:00,室外集會,臺北市中正區徐州路【中山南路（不含）至林森南路（不含）間】全線道路,臺北市政府警察局中正第一分局
2015/10/17 09:00,2015/10/17 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/17 08:00,2015/10/17 14:00,室外集會,苗栗縣通霄鎮梅南里長壽會館,苗栗縣警察局通霄分局
2015/10/17 08:00,2015/10/17 13:00,室外集會,新北市樹林區復興路395號(育林國小操場),新北市政府警察局樹林分局
2015/10/17 08:00,2015/10/17 17:45,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/17 08:00,2015/10/17 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/17 08:00,2015/10/17 22:00,室外集會,臺北市信義區國父紀念館周邊(仁愛路4段、光復南路)人行道及1線慢車道,臺北市政府警察局信義分局
2015/10/17 08:00,2015/10/17 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/17 07:30,2015/10/17 12:00,室外集會,高雄市美濃區泰安路179-228號前,高雄市政府警察局旗山分局
2015/10/17 00:00,2015/10/17 23:59,室外集會,臺北市中正區北平東路【林森北路（不含）至杭州北路（不含）間】及杭州北路【北平東路（不含）至忠孝東路1段（不含）間】全線道路,臺北市政府警察局中正第一分局
2015/10/16 17:00,2015/10/16 22:00,室外集會,高雄市鼓山區鼓山二路25巷26弄13號〈高馬北極殿廣場〉,高雄市政府警察局鼓山分局
2015/10/16 16:00,2015/10/16 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/16 14:00,2015/10/16 17:00,遊行,新北市土城區裕民路68號,新北市政府警察局土城分局
2015/10/16 10:00,2015/10/16 18:00,遊行,臺南市集合地點:臺南市議會 解散地點:仁德區鍾厝廟 遊行路線:歸仁、永康、安平、中西、東區、北、南區道路,臺南市政府警察局
2015/10/16 09:00,2015/10/16 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/16 08:00,2015/10/16 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/16 08:00,2015/10/16 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/16 08:00,2015/10/16 22:00,室外集會,臺北市信義區國父紀念館周邊(仁愛路4段、光復南路)人行道及1線慢車道,臺北市政府警察局信義分局
2015/10/16 08:00,2015/10/16 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/16 07:00,2015/10/16 10:00,室外集會,苗栗縣頭份市銀河路慈惠醫院對面停車場,苗栗縣警察局頭份分局
2015/10/15 19:00,2015/10/15 22:00,室外集會,高雄市三民區九如一路381巷31號前騎樓地(不含道路),高雄市政府警察局三民第二分局
2015/10/15 17:30,2015/10/15 19:30,室外集會,宜蘭縣礁溪鄉礁溪鄉玉龍路1段477號,宜蘭縣政府警察局礁溪分局
2015/10/15 17:00,2015/10/15 22:00,室外集會,高雄市鼓山區九如四路711巷2弄10號前,高雄市政府警察局鼓山分局
2015/10/15 16:00,2015/10/15 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/10/15 09:00,2015/10/15 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/15 08:00,2015/10/15 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/15 08:00,2015/10/15 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/15 08:00,2015/10/15 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/14 18:00,2015/10/14 21:00,室外集會,高雄市三民區華德街14號前騎樓地(不含道路),高雄市政府警察局三民第二分局
2015/10/14 16:00,2015/10/14 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/14 09:00,2015/10/14 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/14 08:00,2015/10/14 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路,臺北市政府警察局信義分局
2015/10/14 08:00,2015/10/14 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/14 08:00,2015/10/14 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/13 18:30,2015/10/13 20:30,室外集會,臺中市太平區興隆路76之1號(廣興宮),臺中市政府警察局太平分局
2015/10/13 18:00,2015/10/13 21:00,室外集會,高雄市三民區鼎華路2號前騎樓地(不含道路),高雄市政府警察局三民第二分局
2015/10/13 16:00,2015/10/13 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/13 09:00,2015/10/13 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/13 08:00,2015/10/13 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路,臺北市政府警察局信義分局
2015/10/13 08:00,2015/10/13 17:12,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/13 08:00,2015/10/13 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/12 17:30,2015/10/12 19:10,室外集會,臺中市南區國光路94號「醒修宮」前潢場,臺中市政府警察局第三分局
2015/10/12 17:00,2015/10/12 20:30,室外集會,高雄市三民區松江街67號前,高雄市政府警察局三民第一分局
2015/10/12 16:00,2015/10/12 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/10/12 14:00,2015/10/12 16:30,室外集會,嘉義市東區嘉義林管處西側人行道,嘉義市政府警察局第二分局
2015/10/12 09:00,2015/10/12 12:00,室外集會,屏東縣屏東市民興路39號,屏東縣政府警察局屏東分局
2015/10/12 08:00,2015/10/12 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/12 08:00,2015/10/12 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/12 08:00,2015/10/12 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】,臺北市政府警察局中山分局
2015/10/11 17:00,2015/10/11 22:00,室外集會,臺中市東勢區第一橫街130號,臺中市政府警察局東勢分局
2015/10/11 17:00,2015/10/11 22:00,室外集會,高雄市鼓山區厚生路25號〈海安宮前廣場〉,高雄市政府警察局鼓山分局
2015/10/11 16:00,2015/10/11 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/11 12:00,2015/10/11 16:30,室外集會,桃園市桃園區朝陽森林公園,桃園市政府警察局桃園分局
2015/10/11 11:00,2015/10/11 14:41,室外集會,桃園市龜山區萬壽路二段620號,桃園市政府警察局龜山分局
2015/10/11 08:00,2015/10/11 12:00,室外集會,新北市三重區忠孝路二段112號,新北市政府警察局三重分局
2015/10/11 08:00,2015/10/11 13:00,室外集會,彰化縣溪湖鎮大突里大公路329號「溪湖鎮星期三夜市」,彰化縣警察局溪湖分局
2015/10/11 08:00,2015/10/11 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/11 08:00,2015/10/11 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/11 08:00,2015/10/11 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】,臺北市政府警察局中山分局
2015/10/10 18:00,2015/10/10 22:00,室外集會,高雄市旗山區興中路137巷5號-旗尾代天后宮,高雄市政府警察局旗山分局
2015/10/10 16:00,2015/10/10 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/10 15:30,2015/10/10 18:30,室外集會,彰化縣大城鄉光復巷12號前,彰化縣警察局芳苑分局
2015/10/10 15:30,2015/10/10 20:00,室外集會,高雄市前金區中央公園言論廣場,高雄市政府警察局新興分局
2015/10/10 09:00,2015/10/10 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/10 08:00,2015/10/10 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/10 08:00,2015/10/10 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/10 08:00,2015/10/10 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】,臺北市政府警察局中山分局
2015/10/09 18:00,2015/10/09 21:00,室外集會,嘉義縣東石鄉三家村73之3號(福靈宮)、猿樹村246號(先天宮),嘉義縣警察局朴子分局
2015/10/09 16:00,2015/10/09 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/10/09 09:00,2015/10/09 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/09 08:00,2015/10/09 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/09 08:00,2015/10/09 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/09 08:00,2015/10/09 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】,臺北市政府警察局中山分局
2015/10/08 17:00,2015/10/08 21:00,室外集會,新北市樹林區千歲街2號(鎮南宮廣場),新北市政府警察局樹林分局
2015/10/08 17:00,2015/10/08 22:00,室外集會,高雄市三民區十全二路317號旁空地,高雄市政府警察局三民第一分局
2015/10/08 16:00,2015/10/08 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/08 09:30,2015/10/08 12:30,室外集會,基隆市仁愛區仁一路99號,基隆市警察局第一分局
2015/10/08 09:00,2015/10/08 17:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/08 09:00,2015/10/08 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/08 08:00,2015/10/08 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/08 08:00,2015/10/08 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/08 08:00,2015/10/08 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/07 16:00,2015/10/07 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/07 15:00,2015/10/07 22:00,室外集會,高雄市鼓山區鼓山三路216號前部分道路〈216~224號〉,高雄市政府警察局鼓山分局
2015/10/07 09:00,2015/10/07 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/07 09:00,2015/10/07 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/07 08:00,2015/10/07 14:00,室外集會,桃園市龜山區陸光路70之1號,桃園市政府警察局龜山分局
2015/10/07 08:00,2015/10/07 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/07 08:00,2015/10/07 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/07 08:00,2015/10/07 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/06 18:00,2015/10/06 22:00,室外集會,高雄市旗山區中山南街1巷15號旁-雨棚內,高雄市政府警察局旗山分局
2015/10/06 16:00,2015/10/06 23:00,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/10/06 09:00,2015/10/06 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/06 08:00,2015/10/06 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路,臺北市政府警察局信義分局
2015/10/06 08:00,2015/10/06 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/06 08:00,2015/10/06 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/05 16:00,2015/10/05 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/05 09:00,2015/10/05 12:00,室外集會,嘉義市東區中山路48號前道路,嘉義市政府警察局第二分局
2015/10/05 09:00,2015/10/05 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/05 08:00,2015/10/05 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路,臺北市政府警察局信義分局
2015/10/05 08:00,2015/10/05 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/05 08:00,2015/10/05 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/04 16:00,2015/10/04 22:00,室外集會,臺南市中西區體三廣場,臺南市政府警察局第二分局
2015/10/04 16:00,2015/10/04 21:00,遊行,屏東縣恆春鎮恆春鎮及車城鄉,屏東縣政府警察局恆春分局
2015/10/04 16:00,2015/10/04 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/04 14:00,2015/10/04 18:00,室外集會,臺中市南屯區萬和路一段51號(萬和宮)前廣場,臺中市政府警察局第四分局
2015/10/04 12:00,2015/10/04 20:00,室外集會,高雄市前鎮區瑞隆路（崗山仔公園）,高雄市政府警察局前鎮分局
2015/10/04 10:00,2015/10/04 14:00,室外集會,臺南市東山區東山里218號碧軒寺,臺南市政府警察局白河分局
2015/10/04 10:00,2015/10/04 14:00,室外集會,臺南市東山區東山里218號碧軒寺前廣場,臺南市政府警察局白河分局
2015/10/04 09:00,2015/10/04 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/04 09:00,2015/10/04 14:00,室外集會,彰化縣員林市大仁南街38號至大同路二段185號前道路,彰化縣警察局員林分局
2015/10/04 09:00,2015/10/04 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道,臺北市政府警察局中正第一分局
2015/10/04 08:00,2015/10/04 14:00,室外集會,臺中市龍井區遊園南路456號,臺中市政府警察局烏日分局
2015/10/04 08:00,2015/10/04 15:00,室外集會,臺中市沙鹿區中山路與錦華街口前廣場,臺中市政府警察局清水分局
2015/10/04 08:00,2015/10/04 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/04 08:00,2015/10/04 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/04 08:00,2015/10/04 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/04 06:00,2015/10/04 23:00,室外集會,臺北市中正區莒光路北側人行道(大埔街至汀州路1段)及大埔街公園,臺北市政府警察局中正第二分局
2015/10/03 16:00,2015/10/03 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/10/03 15:00,2015/10/03 22:00,室外集會,高雄市三民區高雄市三民區大連街282號前,高雄市政府警察局三民第一分局
2015/10/03 14:30,2015/10/03 17:00,遊行,基隆市仁愛.中正.信義區,基隆市警察局
2015/10/03 14:00,2015/10/03 17:00,室外集會,臺南市安平區南島路（中華西路至南榕大道）南側道路,臺南市政府警察局第四分局
2015/10/03 13:00,2015/10/03 15:50,室外集會,臺中市西屯區龍富段11地號（市政路、朝富路口）空地,臺中市政府警察局第六分局
2015/10/03 11:00,2015/10/03 18:22,遊行,臺北市大安區安和路1段【敦化南路1段不含至忠孝東路4段146巷不含間】單向道路集合出發→敦化南路→左轉忠孝東路→左轉林森南路→右轉濟南路1段→濟南路1段【中山南路(不含)至鎮江街(不含)間】臨立法院側單向道路集會,臺北市政府警察局
2015/10/03 09:00,2015/10/03 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/03 09:00,2015/10/03 12:00,室外集會,臺南市學甲區濟生路56號至66號前道路,臺南市政府警察局學甲分局
2015/10/03 08:00,2015/10/03 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/03 08:00,2015/10/03 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/03 08:00,2015/10/03 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/02 19:00,2015/10/02 22:00,,嘉義縣新港鄉中山路與登雲路口,嘉義縣警察局民雄分局
2015/10/02 18:00,2015/10/02 22:00,室外集會,雲林縣四湖鄉湖西村關聖路87號(參天宮前廣場),雲林縣警察局臺西分局
2015/10/02 18:00,2015/10/02 22:00,室外集會,嘉義市東區市立棒球場大巴士停車場(臨啟明路),嘉義市政府警察局第二分局
2015/10/02 16:00,2015/10/02 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/02 10:00,2015/10/02 14:00,室外集會,花蓮縣秀林鄉富世村太魯閣國家公園管理處前太魯閣臺地,花蓮縣警察局新城分局
2015/10/02 09:00,2015/10/02 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/02 09:00,2015/10/02 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/10/02 08:00,2015/10/02 22:00,遊行,臺東縣卑南鄉太平村太平路325號,臺東縣警察局臺東分局
2015/10/02 08:00,2015/10/02 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/02 08:00,2015/10/02 18:30,室外集會,臺北市信義區逸仙路與忠孝東路4段(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/02 08:00,2015/10/02 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/10/01 16:00,2015/10/01 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/10/01 09:00,2015/10/01 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/10/01 09:00,2015/10/01 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道,臺北市政府警察局中正第一分局
2015/10/01 08:00,2015/10/01 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/10/01 08:00,2015/10/01 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2015/10/01 08:00,2015/10/01 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/09/30 16:00,2015/09/30 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/09/30 09:00,2015/09/30 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/09/30 09:00,2015/09/30 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/09/30 08:00,2015/09/30 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/09/30 08:00,2015/09/30 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/09/30 08:00,2015/09/30 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/09/29 16:30,2015/09/29 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/09/29 09:00,2015/09/29 18:00,室外集會,臺南市七股區臺61線鹽埕交流道,臺南市政府警察局佳里分局
2015/09/29 09:00,2015/09/29 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/09/29 08:00,2015/09/29 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/09/29 08:00,2015/09/29 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2015/09/29 08:00,2015/09/29 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/09/28 16:00,2015/09/28 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/09/28 09:00,2015/09/28 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/09/28 08:30,2015/09/28 11:00,室外集會,臺南市中西區孔子廟大成殿,臺南市政府警察局第二分局
2015/09/28 08:00,2015/09/28 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路,臺北市政府警察局信義分局
2015/09/28 08:00,2015/09/28 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/09/28 08:00,2015/09/28 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/09/27 17:00,2015/09/27 19:50,室外集會,高雄市旗山區中山路華中街口,高雄市政府警察局旗山分局
2015/09/27 16:00,2015/09/27 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/09/27 13:00,2015/09/27 14:50,遊行,高雄市左營區明建里社區活動中心廣場前道路,高雄市政府警察局左營分局
2015/09/27 09:00,2015/09/27 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/09/27 08:00,2015/09/27 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路,臺北市政府警察局信義分局
2015/09/27 08:00,2015/09/27 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/09/27 08:00,2015/09/27 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/09/26 16:00,2015/09/26 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2015/09/26 13:00,2015/09/26 18:00,室外集會,彰化縣溪湖鎮長青街22號（溪湖鎮果菜市場第三交易市場）,彰化縣警察局溪湖分局
2015/09/26 10:00,2015/09/26 17:00,室外集會,臺北市大安區羅斯福路4段[新生南路3段(不含)至基隆路(不含)]東側人行道,臺北市政府警察局大安分局
2015/09/26 09:00,2015/09/26 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/09/26 08:00,2015/09/26 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/09/26 08:00,2015/09/26 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2015/09/26 08:00,2015/09/26 22:00,室外集會,臺北市中山區八德路2段【八德路2段199巷(不含)至安東街(不含)間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2015/09/25 16:00,2015/09/25 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路人行道,臺北市政府警察局萬華分局
2015/09/25 14:00,2015/09/25 18:00,室外集會,臺中市石岡區豐勢路德成巷10號,臺中市政府警察局東勢分局
2015/09/25 12:00,2015/09/25 17:00,室外集會,臺中市東勢區東市區中山路1號,臺中市政府警察局東勢分局
2015/09/25 09:00,2015/09/25 12:00,室外集會,嘉義縣義竹鄉仁里村8鄰318之2號前,嘉義縣警察局布袋分局
2015/09/25 09:00,2015/09/25 22:00,遊行,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。,臺北市政府警察局中正第一分局
2015/09/25 08:00,2015/09/25 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2015/09/25 08:00,2015/09/25 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
